F_One_Name	Parent_A	Parent_A_Score	Parent_B	Parent_B_Score	TotalMarkers	Polymorphic	Call_Hetero	Call_ParentA	Call_ParentB	Call_Missing	Percentage_Het	Comment
ICMX 2010819:7	ICMB 08666	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010819:8	ICMB 08666	na	ICMB 101881	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010819:9	ICMB 08666	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010819:10	ICMB 08666	na	ICMB 101881	na	30	na	3	na	na	22	37.5	failedF1
ICMX 2010819:11	ICMB 08666	na	ICMB 101881	na	30	na	3	na	na	22	37.5	failedF1
ICMX 2010819:1	ICMB 08666	na	ICMB 101881	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010819:2	ICMB 08666	na	ICMB 101881	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010819:3	ICMB 08666	na	ICMB 101881	na	30	na	5	na	na	21	55.56	failedF1
ICMX 2010819:4	ICMB 08666	na	ICMB 101881	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010819:5	ICMB 08666	na	ICMB 101881	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010819:6	ICMB 08666	na	ICMB 101881	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010820:8	ICMB 18444	96.67	ICMB 101867	na	30	na	3	2	na	21	33.33	failedF1
ICMX 2010820:9	ICMB 18444	96.67	ICMB 101867	na	30	na	3	2	na	21	33.33	failedF1
ICMX 2010820:10	ICMB 18444	96.67	ICMB 101867	na	30	na	4	2	na	20	40.0	failedF1
ICMX 2010820:11	ICMB 18444	96.67	ICMB 101867	na	30	na	2	1	na	21	22.22	failedF1
ICMX 2010820:12	ICMB 18444	96.67	ICMB 101867	na	30	na	3	2	na	21	33.33	failedF1
ICMX 2010820:1	ICMB 18444	96.67	ICMB 101867	na	30	na	4	2	na	20	40.0	failedF1
ICMX 2010820:2	ICMB 18444	96.67	ICMB 101867	na	30	na	2	1	na	21	22.22	failedF1
ICMX 2010820:3	ICMB 18444	96.67	ICMB 101867	na	30	na	4	2	na	20	40.0	failedF1
ICMX 2010820:4	ICMB 18444	96.67	ICMB 101867	na	30	na	3	1	na	21	33.33	failedF1
ICMX 2010820:5	ICMB 18444	96.67	ICMB 101867	na	30	na	4	2	na	20	40.0	failedF1
ICMX 2010820:6	ICMB 18444	96.67	ICMB 101867	na	30	na	4	2	na	20	40.0	failedF1
ICMX 2010820:7	ICMB 18444	96.67	ICMB 101867	na	30	na	4	2	na	20	40.0	failedF1
ICMX 2010821:7	ICMB 101378	na	ICMB 101960	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010821:8	ICMB 101378	na	ICMB 101960	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010821:9	ICMB 101378	na	ICMB 101960	na	30	na	2	na	na	22	25.0	failedF1
ICMX 2010821:10	ICMB 101378	na	ICMB 101960	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010821:1	ICMB 101378	na	ICMB 101960	na	30	na	3	na	na	21	33.33	failedF1
ICMX 2010821:2	ICMB 101378	na	ICMB 101960	na	30	na	2	na	na	21	22.22	failedF1
ICMX 2010821:3	ICMB 101378	na	ICMB 101960	na	30	na	1	na	na	24	16.67	failedF1
ICMX 2010821:4	ICMB 101378	na	ICMB 101960	na	30	na	2	na	na	21	22.22	failedF1
ICMX 2010821:5	ICMB 101378	na	ICMB 101960	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010821:6	ICMB 101378	na	ICMB 101960	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010822:8	ICMB 101378	na	ICMB 100136	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010822:9	ICMB 101378	na	ICMB 100136	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010822:10	ICMB 101378	na	ICMB 100136	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010822:11	ICMB 101378	na	ICMB 100136	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010822:12	ICMB 101378	na	ICMB 100136	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010822:1	ICMB 101378	na	ICMB 100136	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010822:13	ICMB 101378	na	ICMB 100136	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010822:2	ICMB 101378	na	ICMB 100136	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010822:3	ICMB 101378	na	ICMB 100136	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010822:4	ICMB 101378	na	ICMB 100136	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010822:5	ICMB 101378	na	ICMB 100136	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010822:6	ICMB 101378	na	ICMB 100136	na	30	na	0	na	na	22	0.0	failedF1
ICMX 2010822:7	ICMB 101378	na	ICMB 100136	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010823:1	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:2	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:3	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:4	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:5	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:6	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:7	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:8	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:9	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:10	ICMB 101961	na	ICMB 101117	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010823:11	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010823:12	ICMB 101961	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010824:2	ICMB 101950	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010824:3	ICMB 101950	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010824:4	ICMB 101950	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010824:5	ICMB 101950	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010824:6	ICMB 101950	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010824:7	ICMB 101950	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010824:8	ICMB 101950	na	ICMB 101117	na	30	na	0	na	na	20	0.0	failedF1
ICMX 2010824:9	ICMB 101950	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010824:10	ICMB 101950	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010824:1	ICMB 101950	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010825:2	ICMB 101954	na	ICMB 101117	na	30	na	5	na	na	22	62.5	possibleF1
ICMX 2010825:3	ICMB 101954	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010825:4	ICMB 101954	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010825:5	ICMB 101954	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010825:6	ICMB 101954	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010825:7	ICMB 101954	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010825:8	ICMB 101954	na	ICMB 101117	na	30	na	6	na	na	21	66.67	possibleF1
ICMX 2010825:9	ICMB 101954	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010825:10	ICMB 101954	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010825:11	ICMB 101954	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010825:1	ICMB 101954	na	ICMB 101117	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010826:1	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:13	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:2	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:3	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:4	ICMB 101952	na	ICMB 101117	na	30	na	1	na	na	22	12.5	failedF1
ICMX 2010826:5	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:6	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:7	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	21	33.33	failedF1
ICMX 2010826:8	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:9	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:10	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:11	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010826:12	ICMB 101952	na	ICMB 101117	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010827:11	ICMB 101644	92.66	ICMB 101117	na	30	na	3	6	na	21	33.33	failedF1
ICMX 2010827:12	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:1	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:13	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:2	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:14	ICMB 101644	92.66	ICMB 101117	na	30	na	3	4	na	23	42.86	failedF1
ICMX 2010827:3	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:15	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:4	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:5	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:6	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:7	ICMB 101644	92.66	ICMB 101117	na	30	na	3	5	na	22	37.5	failedF1
ICMX 2010827:8	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:9	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010827:10	ICMB 101644	92.66	ICMB 101117	na	30	na	3	7	na	20	30.0	failedF1
ICMX 2010828:8	ICMB 101952	na	ICMB 101780	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010828:9	ICMB 101952	na	ICMB 101780	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010828:10	ICMB 101952	na	ICMB 101780	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010828:11	ICMB 101952	na	ICMB 101780	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010828:12	ICMB 101952	na	ICMB 101780	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010828:1	ICMB 101952	na	ICMB 101780	na	30	na	5	na	na	22	62.5	possibleF1
ICMX 2010828:2	ICMB 101952	na	ICMB 101780	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010828:3	ICMB 101952	na	ICMB 101780	na	30	na	1	na	na	27	33.33	failedF1
ICMX 2010828:4	ICMB 101952	na	ICMB 101780	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010828:5	ICMB 101952	na	ICMB 101780	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010828:6	ICMB 101952	na	ICMB 101780	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010828:7	ICMB 101952	na	ICMB 101780	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010799:4-1	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:6-1	ICMB 101958	na	ICMB 101771	na	30	na	3	na	na	23	42.86	failedF1
ICMX 2010801:7-1	ICMB 101665	na	ICMB 101771	na	30	na	2	na	na	22	25.0	failedF1
ICMX 2010802:5-1	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010803:4-1	ICMB 101600	na	ICMB 101771	na	30	na	4	na	na	21	44.44	failedF1
ICMX 2010805:9-1	ICMB 101959	na	ICMB 101793	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010799:5-1	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:7-1	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010801:8-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010802:6-1	ICMB 101963	na	ICMB 101771	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010803:5-1	ICMB 101600	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010805:10-1	ICMB 101959	na	ICMB 101793	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010799:6-1	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:8-1	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010801:9-1	ICMB 101665	na	ICMB 101771	na	30	na	0	na	na	22	0.0	failedF1
ICMX 2010802:7-1	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010803:6-1	ICMB 101600	na	ICMB 101771	na	30	na	0	na	na	20	0.0	failedF1
ICMX 2010805:11-1	ICMB 101959	na	ICMB 101793	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010799:7-1	ICMB 101637	na	ICMB 101771	na	30	na	3	na	na	22	37.5	failedF1
ICMX 2010800:9-1	ICMB 101958	na	ICMB 101771	na	30	na	3	na	na	24	50.0	failedF1
ICMX 2010801:10-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010802:8-1	ICMB 101963	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010803:7-1	ICMB 101600	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010805:12-1	ICMB 101959	na	ICMB 101793	na	30	na	1	na	na	21	11.11	failedF1
ICMX 2010799:8-1	ICMB 101637	na	ICMB 101771	na	30	na	2	na	na	24	33.33	failedF1
ICMX 2010800:10-1	ICMB 101958	na	ICMB 101771	na	30	na	3	na	na	22	37.5	failedF1
ICMX 2010801:11-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	21	33.33	failedF1
ICMX 2010802:9-1	ICMB 101963	na	ICMB 101771	na	30	na	3	na	na	23	42.86	failedF1
ICMX 2010803:8-1	ICMB 101600	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010805:13-1	ICMB 101959	na	ICMB 101793	na	30	na	3	na	na	21	33.33	failedF1
ICMX 2010799:9-1	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:11-1	ICMB 101958	na	ICMB 101771	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010801:12-1	ICMB 101665	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010802:10-1	ICMB 101963	na	ICMB 101771	na	30	na	4	na	na	22	50.0	failedF1
ICMX 2010805:1-1	ICMB 101959	na	ICMB 101793	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010805:14-1	ICMB 101959	na	ICMB 101793	na	30	na	0	na	na	20	0.0	failedF1
ICMX 2010799:10-1	ICMB 101637	na	ICMB 101771	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010800:12-1	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010801:13-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010802:11-1	ICMB 101963	na	ICMB 101771	na	30	na	5	na	na	21	55.56	failedF1
ICMX 2010805:2-1	ICMB 101959	na	ICMB 101793	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010806:1-1	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010799:11-1	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010801:1-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010801:14-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	21	33.33	failedF1
ICMX 2010802:12-1	ICMB 101963	na	ICMB 101771	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010805:3-1	ICMB 101959	na	ICMB 101793	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010806:2-1	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010800:1-1	ICMB 101958	na	ICMB 101771	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010801:3-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010802:1-1	ICMB 101963	na	ICMB 101771	na	30	na	7	na	na	20	70.0	possibleF1
ICMX 2010802:13-1	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010805:4-1	ICMB 101959	na	ICMB 101793	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010806:3-1	ICMB 101961	na	ICMB 101797	na	30	na	2	na	na	20	20.0	failedF1
ICMX 2010799:1-1	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:2-1	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010801:4-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010802:2-1	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010803:1-1	ICMB 101600	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010805:5-1	ICMB 101959	na	ICMB 101793	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010806:4-1	ICMB 101961	na	ICMB 101797	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010799:2-1	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:3-1	ICMB 101958	na	ICMB 101771	na	30	na	5	na	na	20	50.0	failedF1
ICMX 2010801:5-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010802:3-1	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010803:2-1	ICMB 101600	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010805:6-1	ICMB 101959	na	ICMB 101793	na	30	na	1	na	na	20	10.0	failedF1
ICMX 2010799:3-1	ICMB 101637	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010800:4-1	ICMB 101958	na	ICMB 101771	na	30	na	4	na	na	20	40.0	failedF1
ICMX 2010801:6-1	ICMB 101665	na	ICMB 101771	na	30	na	3	na	na	20	30.0	failedF1
ICMX 2010802:4-1	ICMB 101963	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010803:3-1	ICMB 101600	na	ICMB 101771	na	30	na	6	na	na	20	60.0	possibleF1
ICMX 2010805:8-1	ICMB 101959	na	ICMB 101793	na	30	na	4	na	na	20	40.0	failedF1
