SAMPLE_UID	DESIGNATION	SAMPLE_NAME	PARENT_A	PARENT_B
8TNISRuiS1We3	ICMX 2010823	ICMX 2010823:5	ICMB 101961	ICMB 101117
8TNISuyNFv6rO	ICMX 2010823	ICMX 2010823:6	ICMB 101961	ICMB 101117
8TNIStKADDu06	ICMX 2010823	ICMX 2010823:7	ICMB 101961	ICMB 101117
8TNIS72LKosJd	ICMX 2010823	ICMX 2010823:8	ICMB 101961	ICMB 101117
8TNISKf5sDgk0	ICMX 2010823	ICMX 2010823:9	ICMB 101961	ICMB 101117
8TNISYMQdl3UK	ICMX 2010823	ICMX 2010823:10	ICMB 101961	ICMB 101117
8TNISelB8SlOk	ICMX 2010823	ICMX 2010823:11	ICMB 101961	ICMB 101117
8TNISFs7FwU6l	ICMX 2010823	ICMX 2010823:12	ICMB 101961	ICMB 101117
8TNISFf42yyVw	ICMX 2010824	ICMX 2010824:2	ICMB 101950	ICMB 101117
8TNISUh7NfpzH	ICMX 2010824	ICMX 2010824:3	ICMB 101950	ICMB 101117
8TNISD6T4zgJs	ICMX 2010824	ICMX 2010824:4	ICMB 101950	ICMB 101117
8TNISO4l4lgxe	ICMX 2010824	ICMX 2010824:5	ICMB 101950	ICMB 101117
8TNIScdSDHRqw	ICMX 2010824	ICMX 2010824:6	ICMB 101950	ICMB 101117
8TNISd6HNFcaQ	ICMX 2010824	ICMX 2010824:7	ICMB 101950	ICMB 101117
8TNISRu080OtI	ICMX 2010824	ICMX 2010824:8	ICMB 101950	ICMB 101117
8TNISSWTNwv8F	ICMX 2010824	ICMX 2010824:9	ICMB 101950	ICMB 101117
8TNIS0PPHb5Eo	ICMX 2010824	ICMX 2010824:10	ICMB 101950	ICMB 101117
8TNISNsJLMU3n	ICMX 2010824	ICMX 2010824:1	ICMB 101950	ICMB 101117
8TNISpkJSALmo	ICMX 2010825	ICMX 2010825:2	ICMB 101954	ICMB 101117
8TNIShU3fPgyk	ICMX 2010825	ICMX 2010825:3	ICMB 101954	ICMB 101117
8TNISpK599O0R	ICMX 2010825	ICMX 2010825:4	ICMB 101954	ICMB 101117
8TNISwyxKtUNk	ICMX 2010825	ICMX 2010825:5	ICMB 101954	ICMB 101117
8TNIS9PQTUO6Q	ICMX 2010825	ICMX 2010825:6	ICMB 101954	ICMB 101117
8TNISSVaNyn1l	ICMX 2010825	ICMX 2010825:7	ICMB 101954	ICMB 101117
8TNISfFsTFacZ	ICMX 2010825	ICMX 2010825:8	ICMB 101954	ICMB 101117
8TNIScENqHPCF	ICMX 2010825	ICMX 2010825:9	ICMB 101954	ICMB 101117
8TNISGd3CrirI	ICMX 2010825	ICMX 2010825:10	ICMB 101954	ICMB 101117
8TNISq1pnX5Qc	ICMX 2010825	ICMX 2010825:11	ICMB 101954	ICMB 101117
8TNISb8Lrf1cJ	ICMX 2010825	ICMX 2010825:1	ICMB 101954	ICMB 101117
8TNISM9mmi9LA	ICMX 2010826	ICMX 2010826:1	ICMB 101952	ICMB 101117
8TNISckCRspHl	ICMX 2010826	ICMX 2010826:13	ICMB 101952	ICMB 101117
8TNISVi8KNJQ5	ICMX 2010826	ICMX 2010826:2	ICMB 101952	ICMB 101117
8TNISUVMHJYZI	ICMX 2010826	ICMX 2010826:3	ICMB 101952	ICMB 101117
8TNISPi5oV87s	ICMX 2010826	ICMX 2010826:4	ICMB 101952	ICMB 101117
8TNIS0qy1RIF3	ICMX 2010826	ICMX 2010826:5	ICMB 101952	ICMB 101117
8TNIStGxilRuu	ICMX 2010826	ICMX 2010826:6	ICMB 101952	ICMB 101117
8TNISRtpl7zzr	ICMX 2010826	ICMX 2010826:7	ICMB 101952	ICMB 101117
8TNISKyWvrVxh	ICMX 2010826	ICMX 2010826:8	ICMB 101952	ICMB 101117
8TNISJpsdlsmA	ICMX 2010826	ICMX 2010826:9	ICMB 101952	ICMB 101117
8TNISvd0CzSRJ	ICMX 2010826	ICMX 2010826:10	ICMB 101952	ICMB 101117
8TNISDlPDuG58	ICMX 2010826	ICMX 2010826:11	ICMB 101952	ICMB 101117
8TNISCEGUSd9O	ICMX 2010826	ICMX 2010826:12	ICMB 101952	ICMB 101117
8TNISUqdvwXJL	ICMX 2010827	ICMX 2010827:11	ICMB 101644	ICMB 101117
8TNIS1TT0VV2H	ICMX 2010827	ICMX 2010827:12	ICMB 101644	ICMB 101117
8TNISF5Wad4KK	ICMX 2010827	ICMX 2010827:1	ICMB 101644	ICMB 101117
8TNISa1Z3dsNd	ICMX 2010827	ICMX 2010827:13	ICMB 101644	ICMB 101117
8TNISWPi2eVcI	ICMX 2010827	ICMX 2010827:2	ICMB 101644	ICMB 101117
8TNIS1yHzEIFr	ICMX 2010827	ICMX 2010827:14	ICMB 101644	ICMB 101117
8TNISUmWHC2rM	ICMX 2010827	ICMX 2010827:3	ICMB 101644	ICMB 101117
8TNISYn05gbYN	ICMX 2010827	ICMX 2010827:15	ICMB 101644	ICMB 101117
8TNISJy1lvhFM	ICMX 2010827	ICMX 2010827:4	ICMB 101644	ICMB 101117
8TNISbny857Tg	ICMX 2010827	ICMX 2010827:5	ICMB 101644	ICMB 101117
8TNISM5gFwknq	ICMX 2010827	ICMX 2010827:6	ICMB 101644	ICMB 101117
8TNISR6g3yieO	ICMX 2010827	ICMX 2010827:7	ICMB 101644	ICMB 101117
8TNISJSVxmxYp	ICMX 2010827	ICMX 2010827:8	ICMB 101644	ICMB 101117
8TNISdO2eQVXl	ICMX 2010827	ICMX 2010827:9	ICMB 101644	ICMB 101117
8TNISnFSK6mOC	ICMX 2010827	ICMX 2010827:10	ICMB 101644	ICMB 101117
8TNISf2UYn7Ak	ICMX 2010828	ICMX 2010828:8	ICMB 101952	ICMB 101780
8TNISucr37jdB	ICMX 2010828	ICMX 2010828:9	ICMB 101952	ICMB 101780
8TNISBI3B8CYT	ICMX 2010828	ICMX 2010828:10	ICMB 101952	ICMB 101780
8TNISeuCFuCMG	ICMX 2010828	ICMX 2010828:11	ICMB 101952	ICMB 101780
8TNIShgFf28kU	ICMX 2010828	ICMX 2010828:12	ICMB 101952	ICMB 101780
8TNIS6A4JgtQH	ICMX 2010828	ICMX 2010828:1	ICMB 101952	ICMB 101780
8TNIShleDN3JJ	ICMX 2010828	ICMX 2010828:2	ICMB 101952	ICMB 101780
8TNISDbxDD7kI	ICMX 2010828	ICMX 2010828:3	ICMB 101952	ICMB 101780
8TNISS2AgQxcf	ICMX 2010828	ICMX 2010828:4	ICMB 101952	ICMB 101780
8TNISUazU69Y8	ICMX 2010828	ICMX 2010828:5	ICMB 101952	ICMB 101780
8TNISEanU6bfh	ICMX 2010828	ICMX 2010828:6	ICMB 101952	ICMB 101780
8TNISpmkW55yW	ICMX 2010828	ICMX 2010828:7	ICMB 101952	ICMB 101780
8TNISdnltv5eE-1	ICMX 2010799	ICMX 2010799:4-1	ICMB 101637	ICMB 101771
8TNISwbrqE43i-1	ICMX 2010800	ICMX 2010800:6-1	ICMB 101958	ICMB 101771
8TNISsMa1kUNa-1	ICMX 2010801	ICMX 2010801:7-1	ICMB 101665	ICMB 101771
8TNISV3WGfmDK-1	ICMX 2010802	ICMX 2010802:5-1	ICMB 101963	ICMB 101771
8TNISS8HzNoOO-1	ICMX 2010803	ICMX 2010803:4-1	ICMB 101600	ICMB 101771
8TNISRzvDtQ92-1	ICMX 2010805	ICMX 2010805:9-1	ICMB 101959	ICMB 101793
8TNISV0QYxiG5-1	ICMX 2010799	ICMX 2010799:5-1	ICMB 101637	ICMB 101771
8TNISyxDT6yA3-1	ICMX 2010800	ICMX 2010800:7-1	ICMB 101958	ICMB 101771
8TNISdYuiY0oF-1	ICMX 2010801	ICMX 2010801:8-1	ICMB 101665	ICMB 101771
8TNISx2xprByi-1	ICMX 2010802	ICMX 2010802:6-1	ICMB 101963	ICMB 101771
8TNISlTPLikX0-1	ICMX 2010803	ICMX 2010803:5-1	ICMB 101600	ICMB 101771
8TNISQ3Z4wGFy-1	ICMX 2010805	ICMX 2010805:10-1	ICMB 101959	ICMB 101793
8TNISHtZIK8rA-1	ICMX 2010799	ICMX 2010799:6-1	ICMB 101637	ICMB 101771
8TNISqD5mKCT2-1	ICMX 2010800	ICMX 2010800:8-1	ICMB 101958	ICMB 101771
8TNISbfVeagPL-1	ICMX 2010801	ICMX 2010801:9-1	ICMB 101665	ICMB 101771
8TNISJChPLRvH-1	ICMX 2010802	ICMX 2010802:7-1	ICMB 101963	ICMB 101771
8TNISx68nKRLN-1	ICMX 2010803	ICMX 2010803:6-1	ICMB 101600	ICMB 101771
8TNISS1sBrImT-1	ICMX 2010805	ICMX 2010805:11-1	ICMB 101959	ICMB 101793
8TNIS56R6rZcz-1	ICMX 2010799	ICMX 2010799:7-1	ICMB 101637	ICMB 101771
8TNISPKnGbN4v-1	ICMX 2010800	ICMX 2010800:9-1	ICMB 101958	ICMB 101771
8TNISi1xjlhJJ-1	ICMX 2010801	ICMX 2010801:10-1	ICMB 101665	ICMB 101771
8TNISIYNOYZjy-1	ICMX 2010802	ICMX 2010802:8-1	ICMB 101963	ICMB 101771
8TNISYycnVcFF-1	ICMX 2010803	ICMX 2010803:7-1	ICMB 101600	ICMB 101771
8TNISBZw43mq8-1	ICMX 2010805	ICMX 2010805:12-1	ICMB 101959	ICMB 101793
8TNISSAHPyq01-1	ICMX 2010799	ICMX 2010799:8-1	ICMB 101637	ICMB 101771
8TNISzbzsNkc9-1	ICMX 2010800	ICMX 2010800:10-1	ICMB 101958	ICMB 101771
8TNISLCPux5B8-1	ICMX 2010801	ICMX 2010801:11-1	ICMB 101665	ICMB 101771
8TNISD8YgKVBv-1	ICMX 2010802	ICMX 2010802:9-1	ICMB 101963	ICMB 101771
8TNISi56i5HiF-1	ICMX 2010803	ICMX 2010803:8-1	ICMB 101600	ICMB 101771
8TNIShmovb20a-1	ICMX 2010805	ICMX 2010805:13-1	ICMB 101959	ICMB 101793
8TNIS9pYwOMn9-1	ICMX 2010799	ICMX 2010799:9-1	ICMB 101637	ICMB 101771
8TNISn3wLb2Fe-1	ICMX 2010800	ICMX 2010800:11-1	ICMB 101958	ICMB 101771
8TNIS7sFCpBoE-1	ICMX 2010801	ICMX 2010801:12-1	ICMB 101665	ICMB 101771
8TNIStT2KsRhE-1	ICMX 2010802	ICMX 2010802:10-1	ICMB 101963	ICMB 101771
8TNISAr49QVmz-1	ICMX 2010805	ICMX 2010805:1-1	ICMB 101959	ICMB 101793
8TNISKCqixW31-1	ICMX 2010805	ICMX 2010805:14-1	ICMB 101959	ICMB 101793
8TNISG1P9pOem-1	ICMX 2010799	ICMX 2010799:10-1	ICMB 101637	ICMB 101771
8TNISeQjrjAMQ-1	ICMX 2010800	ICMX 2010800:12-1	ICMB 101958	ICMB 101771
8TNIScE5rLUJ2-1	ICMX 2010801	ICMX 2010801:13-1	ICMB 101665	ICMB 101771
8TNISpO3Qs1xM-1	ICMX 2010802	ICMX 2010802:11-1	ICMB 101963	ICMB 101771
8TNISwdPl7qcF-1	ICMX 2010805	ICMX 2010805:2-1	ICMB 101959	ICMB 101793
8TNIS9dSyiZti-1	ICMX 2010806	ICMX 2010806:1-1	ICMB 101961	ICMB 101797
8TNISsTJxiwpa-1	ICMX 2010799	ICMX 2010799:11-1	ICMB 101637	ICMB 101771
8TNIS7ddXnln6-1	ICMX 2010801	ICMX 2010801:1-1	ICMB 101665	ICMB 101771
8TNISGvFixk5i-1	ICMX 2010801	ICMX 2010801:14-1	ICMB 101665	ICMB 101771
8TNISdDXbqrZz-1	ICMX 2010802	ICMX 2010802:12-1	ICMB 101963	ICMB 101771
8TNISr3guau7W-1	ICMX 2010805	ICMX 2010805:3-1	ICMB 101959	ICMB 101793
8TNISxbOZ36t8-1	ICMX 2010806	ICMX 2010806:2-1	ICMB 101961	ICMB 101797
8TNIS3bG1HdCK-1	ICMX 2010800	ICMX 2010800:1-1	ICMB 101958	ICMB 101771
8TNISpx5Tzjew-1	ICMX 2010801	ICMX 2010801:3-1	ICMB 101665	ICMB 101771
8TNISDJxPeXui-1	ICMX 2010802	ICMX 2010802:1-1	ICMB 101963	ICMB 101771
8TNISWG3H2j9t-1	ICMX 2010802	ICMX 2010802:13-1	ICMB 101963	ICMB 101771
8TNIShbkrNafr-1	ICMX 2010805	ICMX 2010805:4-1	ICMB 101959	ICMB 101793
8TNISlGc5GEMq-1	ICMX 2010806	ICMX 2010806:3-1	ICMB 101961	ICMB 101797
8TNISmbe38NGh-1	ICMX 2010799	ICMX 2010799:1-1	ICMB 101637	ICMB 101771
8TNISX1oBceDK-1	ICMX 2010800	ICMX 2010800:2-1	ICMB 101958	ICMB 101771
8TNIS3JZIesmU-1	ICMX 2010801	ICMX 2010801:4-1	ICMB 101665	ICMB 101771
8TNISG3EOa11q-1	ICMX 2010802	ICMX 2010802:2-1	ICMB 101963	ICMB 101771
8TNIS2VybpkmN-1	ICMX 2010803	ICMX 2010803:1-1	ICMB 101600	ICMB 101771
8TNISw1wjf8bx-1	ICMX 2010805	ICMX 2010805:5-1	ICMB 101959	ICMB 101793
8TNISoIw4Alwv-1	ICMX 2010806	ICMX 2010806:4-1	ICMB 101961	ICMB 101797
8TNISfVgQMKLV-1	ICMX 2010799	ICMX 2010799:2-1	ICMB 101637	ICMB 101771
8TNISw5VTMCVo-1	ICMX 2010800	ICMX 2010800:3-1	ICMB 101958	ICMB 101771
8TNISvLkgh5SG-1	ICMX 2010801	ICMX 2010801:5-1	ICMB 101665	ICMB 101771
8TNISUMOyHKDX-1	ICMX 2010802	ICMX 2010802:3-1	ICMB 101963	ICMB 101771
8TNISgNg9KtSx-1	ICMX 2010803	ICMX 2010803:2-1	ICMB 101600	ICMB 101771
8TNIS7bhatinZ-1	ICMX 2010805	ICMX 2010805:6-1	ICMB 101959	ICMB 101793
8TNIS9XC0BeK7-1	ICMX 2010799	ICMX 2010799:3-1	ICMB 101637	ICMB 101771
8TNIS8Mbl5zVW-1	ICMX 2010800	ICMX 2010800:4-1	ICMB 101958	ICMB 101771
8TNISLBwhX1f6-1	ICMX 2010801	ICMX 2010801:6-1	ICMB 101665	ICMB 101771
8TNISpAVn00Hn-1	ICMX 2010802	ICMX 2010802:4-1	ICMB 101963	ICMB 101771
8TNIShXwmwvaf-1	ICMX 2010803	ICMX 2010803:3-1	ICMB 101600	ICMB 101771
8TNISudD6KX3T-1	ICMX 2010805	ICMX 2010805:8-1	ICMB 101959	ICMB 101793
8TNIS4rkaKV2x	ICMB 101959	ICMB 101959:1		
8TNIS7XTyBZpd	ICMB 101959	ICMB 101959:2		
8TNISVvblBrul	ICMB 101959	ICMB 101959:3		
8TNISpofDBztJ	ICMB 101959	ICMB 101959:4		
8TNISc7Xlh9eA	ICMB 101959	ICMB 101959:5		
8TNIS7VpwXysH	ICMB 101959	ICMB 101959:6		
8TNISc9FsANg0	ICMB 101959	ICMB 101959:7		
8TNISnTzaTfmZ	ICMB 101959	ICMB 101959:8		
8TNISJ8mUQpbD	ICMB 101961	ICMB 101961:1		
8TNISEYnDOOAX	ICMB 101961	ICMB 101961:2		
8TNISkjYb7EeV	ICMB 101961	ICMB 101961:3		
8TNISgwYedyOC	ICMB 101961	ICMB 101961:4		
8TNISjMt9IuSx	ICMB 101961	ICMB 101961:5		
8TNISnrJR3XEh	ICMB 101961	ICMB 101961:6		
8TNISQMuQPL1M	ICMB 101961	ICMB 101961:7		
8TNISFVlOmLae	ICMB 101961	ICMB 101961:8		
8TNISkckb5C1B	ICMB 101955	ICMB 101955:1		
8TNIS8O4PQtMW	ICMB 101955	ICMB 101955:2		
8TNISKNzZ16Hs	ICMB 101955	ICMB 101955:3		
8TNISd7o2cFkW	ICMB 101955	ICMB 101955:4		
8TNIS7XCCCxcG	ICMB 101955	ICMB 101955:5		
8TNISTvwVbLsa	ICMB 101955	ICMB 101955:6		
8TNISvz1bHYhs	ICMB 101955	ICMB 101955:7		
8TNISDbd6Xie0	ICMB 101955	ICMB 101955:8		
8TNISKkeh67u7	ICMB 101639	ICMB 101639:1		
8TNIStYeyCIEM	ICMB 101639	ICMB 101639:2		
8TNISdqpHCThz	ICMB 101639	ICMB 101639:3		
8TNISPqk7nlYb	ICMB 101639	ICMB 101639:4		
8TNISvLbiM7dl	ICMB 101639	ICMB 101639:5		
8TNISkpM4uCH9	ICMB 101639	ICMB 101639:6		
8TNISOAKNBSNL	ICMB 101639	ICMB 101639:7		
8TNISIXk23QNb	ICMB 101639	ICMB 101639:8		
8TNISsbenpBYi	ICMB 101956	ICMB 101956:1		
8TNISnmezBthI	ICMB 101956	ICMB 101956:2		
8TNISvI1Q3py1	ICMB 101956	ICMB 101956:3		
8TNISCBiBSLkX	ICMB 101956	ICMB 101956:4		
8TNISNABPzwrZ	ICMB 101956	ICMB 101956:5		
8TNISeUHrt4uj	ICMB 101956	ICMB 101956:6		
8TNISLgjnXR3L	ICMB 101956	ICMB 101956:7		
8TNISxAXXeG0O	ICMB 101956	ICMB 101956:8		
8TNIS5N6vO0xM	ICMB 101661	ICMB 101661:1		
8TNISDS4NK0xn	ICMB 101661	ICMB 101661:2		
8TNISZyzI0Yqh	ICMB 101661	ICMB 101661:3		
8TNISHQPVLpdL	ICMB 101661	ICMB 101661:4		
8TNISlfYO3YOk	ICMB 101661	ICMB 101661:5		
8TNISG3Gfj2nP	ICMB 101661	ICMB 101661:6		
8TNISJj6JdLPZ	ICMB 101661	ICMB 101661:7		
8TNISRGRIbufQ	ICMB 101661	ICMB 101661:8		
8TNISoo9M5A9g	ICMB 101665	ICMB 101665:1		
8TNISXhJfCZrZ	ICMB 101665	ICMB 101665:2		
8TNISdfUTZ8Uy	ICMB 101665	ICMB 101665:3		
8TNISNIncGI8i	ICMB 101665	ICMB 101665:4		
8TNISgYy4Fs04	ICMB 101665	ICMB 101665:5		
8TNISMFULVvDo	ICMB 101665	ICMB 101665:6		
8TNISBlEaCrFP	ICMB 101665	ICMB 101665:7		
8TNISIBIz0pdA	ICMB 101665	ICMB 101665:8		
8TNIScSbscxsI	ICMB 101962	ICMB 101962:1		
8TNISW6MyJXnd	ICMB 101962	ICMB 101962:2		
8TNISB5sa2apJ	ICMB 101962	ICMB 101962:3		
8TNISpvvG7kJn	ICMB 101962	ICMB 101962:4		
8TNISO1srsEV6	ICMB 101962	ICMB 101962:5		
8TNISROZHyduu	ICMB 101962	ICMB 101962:6		
8TNISAJ3uArfq	ICMB 101962	ICMB 101962:7		
8TNISqB8y7RPX	ICMB 101962	ICMB 101962:8		
8TNISZ89WAZPZ	ICMB 101957	ICMB 101957:1		
8TNISm31FttJH	ICMB 101957	ICMB 101957:2		
8TNISC8NpMXm4	ICMB 101957	ICMB 101957:3		
8TNISHUHUjaac	ICMB 101957	ICMB 101957:4		
8TNISJGks5U7Y	ICMB 101957	ICMB 101957:5		
8TNISXFssxnWm	ICMB 101957	ICMB 101957:6		
8TNIS71YtPNO1	ICMB 101957	ICMB 101957:7		
8TNISBYU5XJu1	ICMB 101957	ICMB 101957:8		
8TNISIJfJkkLS	ICMB 101900	ICMB 101900:1		
8TNISvSFLUrB6	ICMB 101901	ICMB 101901:1		
8TNISuo9z1tnp	ICMB 101901	ICMB 101901:2		
8TNISypvkKaA9	ICMB 101901	ICMB 101901:3		
8TNIStwZ8Zc0p	ICMB 101901	ICMB 101901:4		
8TNISJQndAMgu	ICMB 101901	ICMB 101901:5		
8TNISB0T4McKG	ICMB 101901	ICMB 101901:6		
8TNISwWwY2Usr	ICMB 101901	ICMB 101901:7		
8TNISZy1n73n9	ICMB 101901	ICMB 101901:8		
8TNISDvj4p6v1	ICMB 101905	ICMB 101905:1		
8TNISSp8nP4Xw	ICMB 101905	ICMB 101905:2		
8TNISH4E5RDih	ICMB 101905	ICMB 101905:3		
8TNISWDBUsfP2	ICMB 101905	ICMB 101905:4		
8TNIS5IQOqW7W	ICMB 101905	ICMB 101905:5		
8TNISpK8Muek2	ICMB 101905	ICMB 101905:6		
8TNISSkqIwkL7	ICMB 101905	ICMB 101905:7		
8TNISoaBySuqD	ICMB 101905	ICMB 101905:8		
8TNISEeXUyvzE	ICMB 101832	ICMB 101832:1		
8TNISQx3aS9v1	ICMB 101832	ICMB 101832:2		
8TNIS9qvP4CkD	ICMB 101832	ICMB 101832:3		
8TNISZh88YPX7	ICMB 101832	ICMB 101832:4		
8TNISEOiSWVF2	ICMB 101832	ICMB 101832:5		
8TNIScdM1xT5W	ICMB 101832	ICMB 101832:6		
8TNIS7AuxXfgW	ICMB 101832	ICMB 101832:7		
8TNISNFBtosEi	ICMB 101832	ICMB 101832:8		
8TNIS06bqOfIC	ICMB 101601	ICMB 101601:1		
8TNISC070HnM7	ICMB 101601	ICMB 101601:2		
8TNISJNmHt0vh	ICMB 101601	ICMB 101601:3		
8TNISe0PCYl7A	ICMB 101601	ICMB 101601:4		
8TNISuRIh3gvk	ICMB 101601	ICMB 101601:5		
8TNISLGCIgsxt	ICMB 101601	ICMB 101601:6		
8TNISNJGAjRMj	ICMB 101601	ICMB 101601:7		
8TNIS7Hcn4AnN	ICMB 101601	ICMB 101601:8		
8TNISdbllmfPv	ICMB 101950	ICMB 101950:1		
8TNISj4YPrJXh	ICMB 101950	ICMB 101950:2		
8TNISlIfWYFtl	ICMB 101950	ICMB 101950:3		
8TNIS4HUNDgab	ICMB 101950	ICMB 101950:4		
8TNISShYVkrxy	ICMB 101950	ICMB 101950:5		
8TNISRCukXdEO	ICMB 101950	ICMB 101950:6		
8TNISR8aEEMXr	ICMB 101950	ICMB 101950:7		
8TNISr49abv2G	ICMB 101950	ICMB 101950:8		
8TNISnj93n2SJ	ICMB 101954	ICMB 101954:1		
8TNIS2hAqjBzK	ICMB 101954	ICMB 101954:2		
8TNISUvAOMWYm	ICMB 101954	ICMB 101954:3		
8TNISbmsWRvAd	ICMB 101954	ICMB 101954:4		
8TNISbjd0m0HZ	ICMB 101954	ICMB 101954:5		
8TNIS5ki4DfeK	ICMB 101954	ICMB 101954:6		
8TNISm1Pi4N3l	ICMB 101954	ICMB 101954:7		
8TNISJUiACvau	ICMB 101954	ICMB 101954:8		
8TNISMomEJu7T	ICMB 101951	ICMB 101951:1		
8TNISoy7HYDsQ	ICMB 101951	ICMB 101951:2		
8TNISvvySBcA3	ICMB 101951	ICMB 101951:3		
8TNIStVQAUVYG	ICMB 101951	ICMB 101951:4		
8TNISQXbYsEHZ	ICMB 101951	ICMB 101951:5		
8TNISFnFu1X34	ICMB 101951	ICMB 101951:6		
8TNIS45wWQFJP	ICMB 101951	ICMB 101951:7		
8TNISdPR8eZ9S	ICMB 101951	ICMB 101951:8		
8TNISAQ1EpkEN	ICMB 101952	ICMB 101952:1		
8TNIStqJaWS0T	ICMB 101952	ICMB 101952:2		
8TNIS32pUmz0s	ICMB 101952	ICMB 101952:3		
8TNISzhx3SjYs	ICMB 101952	ICMB 101952:4		
8TNISgHvHhMxs	ICMB 101952	ICMB 101952:5		
8TNIS5dhuEaSe	ICMB 101952	ICMB 101952:6		
8TNIS9vkSNYxU	ICMB 101952	ICMB 101952:7		
8TNISF8tL5e0e	ICMB 101952	ICMB 101952:8		
8TNISrxbwivZR	ICMB 101644	ICMB 101644:1		
8TNISrSTZPPN3	ICMB 101644	ICMB 101644:2		
8TNISjPrfaq1J	ICMB 101644	ICMB 101644:3		
8TNISdLbFjXle	ICMB 101644	ICMB 101644:4		
8TNISFkyB43Ov	ICMB 101644	ICMB 101644:5		
8TNISNJAoxwn3	ICMB 101644	ICMB 101644:6		
8TNIS5tCexrLD	ICMB 101644	ICMB 101644:7		
8TNIS5yjJkLwK	ICMB 101644	ICMB 101644:8		
8TNIS24yJZXPU	ICMB 101772	ICMB 101772:1		
8TNISLT5XRa2r	ICMB 101772	ICMB 101772:2		
8TNISopCpi1aD	ICMB 101772	ICMB 101772:3		
8TNISkuT9vtA7	ICMB 101772	ICMB 101772:4		
8TNIShtWEqisq	ICMB 101772	ICMB 101772:5		
8TNISOjnkiYAW	ICMB 101772	ICMB 101772:6		
8TNIS9vksZkYw	ICMB 101772	ICMB 101772:7		
8TNIS8BJsF9Pw	ICMB 101772	ICMB 101772:8		
8TNISq2ViNDfQ	ICMB 101780	ICMB 101780:1		
8TNISWtocxfyK	ICMB 101780	ICMB 101780:2		
8TNISVYrRBGig	ICMB 101780	ICMB 101780:3		
8TNISybuzGU5R	ICMB 101780	ICMB 101780:4		
8TNISPAs6P5Dd	ICMB 101780	ICMB 101780:5		
8TNISqkDeomba	ICMB 101780	ICMB 101780:6		
8TNISz2to87bQ	ICMB 101780	ICMB 101780:7		
8TNISnoqXm680	ICMB 101780	ICMB 101780:8		
8TNISJvb55fAE	ICMB 101117	ICMB 101117:1		
8TNISRWL8q3cd	ICMB 101117	ICMB 101117:2		
8TNISM01Ur4yo	ICMB 101117	ICMB 101117:3		
8TNIS5MpCfn1z	ICMB 101117	ICMB 101117:4		
8TNISqs9L05cR	ICMB 101117	ICMB 101117:5		
8TNISWozSKdbA	ICMB 101117	ICMB 101117:6		
8TNISokZtvzkn	ICMB 101117	ICMB 101117:7		
8TNISnG3KZFWm	ICMB 101117	ICMB 101117:8		
8TNISy08sM9Ne	ICMB 101953	ICMB 101953:1		
8TNIS4PdFCGZR	ICMB 101953	ICMB 101953:2		
8TNIS6zjRpSGp	ICMB 101953	ICMB 101953:3		
8TNISUTe6nPk8	ICMB 101953	ICMB 101953:4		
8TNISfin9hYcw	ICMB 101953	ICMB 101953:5		
8TNISQBsnGV5U	ICMB 101953	ICMB 101953:6		
8TNISAvpd1rEE	ICMB 101953	ICMB 101953:7		
8TNIScUFkmmUx	ICMB 101953	ICMB 101953:8		
8TNISPcgqz5dK	ICMB 101637	ICMB 101637:1		
8TNISt4esjCJs	ICMB 101637	ICMB 101637:2		
8TNISLdoMBXfD	ICMB 101637	ICMB 101637:3		
8TNISPOeno1cB	ICMB 101637	ICMB 101637:4		
8TNISxXhoxhsO	ICMB 101637	ICMB 101637:5		
8TNIS5IRQU6Ki	ICMB 101637	ICMB 101637:6		
8TNISvESXtjbd	ICMB 101637	ICMB 101637:7		
8TNISW6FliuMB	ICMB 101637	ICMB 101637:8		
8TNISYxVrpODt	ICMB 101958	ICMB 101958:1		
8TNIS3R0JMgEO	ICMB 101958	ICMB 101958:2		
8TNIS0tpIL25X	ICMB 101958	ICMB 101958:3		
8TNISIfEYqzv4	ICMB 101958	ICMB 101958:4		
8TNIShWJGhZmo	ICMB 101958	ICMB 101958:5		
8TNISujAGNiiQ	ICMB 101958	ICMB 101958:6		
8TNIS5ieJTLA3	ICMB 101958	ICMB 101958:7		
8TNISLoIPVOQh	ICMB 101958	ICMB 101958:8		
8TNISybSFiOSA	ICMB 101963	ICMB 101963:1		
8TNISwAw64UvB	ICMB 101963	ICMB 101963:2		
8TNISpDBSzKbH	ICMB 101963	ICMB 101963:3		
8TNISvG4SRInh	ICMB 101963	ICMB 101963:4		
8TNISdR5O43c1	ICMB 101963	ICMB 101963:5		
8TNISHPF42nGf	ICMB 101963	ICMB 101963:6		
8TNISFKx53m23	ICMB 101963	ICMB 101963:7		
8TNISC6qM0QYy	ICMB 101963	ICMB 101963:8		
8TNIShtXOU8tq	ICMB 101903	ICMB 101903:1		
8TNISvfeM4fA9	ICMB 101903	ICMB 101903:2		
8TNISJuNgYIRc	ICMB 101903	ICMB 101903:3		
8TNIS07Jkun5t	ICMB 101903	ICMB 101903:4		
8TNISTJWKljBt	ICMB 101903	ICMB 101903:5		
8TNIS6lYL38ge	ICMB 101903	ICMB 101903:6		
8TNISgC3XfOG1	ICMB 101903	ICMB 101903:7		
8TNISXOmgVbiF	ICMB 101903	ICMB 101903:8		
8TNIS9p5zbb7H	ICMB 101600	ICMB 101600:1		
8TNIS4C0BHr8V	ICMB 101600	ICMB 101600:2		
