SAMPLE_UID	DESIGNATION	SAMPLE_NAME	PARENT_A	PARENT_B
8TNISxCH9e6Gt	ICMR 101087	ICMR 101087:5		
8TNIS4YzAD8ov	ICMR 101087	ICMR 101087:6		
8TNIS2L85BIP6	ICMR 19888	ICMR 19888:1		
8TNISK9kAqnhy	ICMR 19888	ICMR 19888:2		
8TNISXbJueBy8	ICMR 19888	ICMR 19888:3		
8TNISKF8eHzK5	ICMR 19888	ICMR 19888:4		
8TNISFwHQSkrx	ICMR 19888	ICMR 19888:5		
8TNISx6LugTSS	ICMR 19888	ICMR 19888:6		
8TNISsYj6vY5K	ICMR 102289	ICMR 102289:1		
8TNISu4o5SUnz	ICMR 102289	ICMR 102289:2		
8TNISqS2mkoEh	ICMR 102289	ICMR 102289:3		
8TNISekTNt01j	ICMR 102289	ICMR 102289:4		
8TNISVqDFXOhU	ICMR 102289	ICMR 102289:5		
8TNISscWv4DSP	ICMR 102289	ICMR 102289:6		
8TNISJVQGk3QK	ICMR 100458	ICMR 100458:3		
8TNISWeF7nGv3	ICMR 100458	ICMR 100458:4		
8TNISw5nH7395	ICMR 100458	ICMR 100458:5		
8TNISM2OE297d	ICMR 100458	ICMR 100458:6		
8TNISz9igWlhe	ICMR 100458	ICMR 100458:7		
8TNISq9q7rLg2	ICMR 100458	ICMR 100458:8		
8TNISbp7PUxge	ICMR 101707	ICMR 101707:1		
8TNISZ0iE2xwu	ICMR 101707	ICMR 101707:2		
8TNISgij2KRuo	ICMR 101707	ICMR 101707:3		
8TNIS7eXaYRXq	ICMR 101707	ICMR 101707:4		
8TNIS83Ilguez	ICMR 101707	ICMR 101707:5		
8TNISy766H3Lt	ICMR 101707	ICMR 101707:6		
8TNISfNYn8qw7	ICMR 15999	ICMR 15999:9		
8TNIS5vbIZ6X4	ICMR 15999	ICMR 15999:10		
8TNISnfi6ybPA	ICMR 15999	ICMR 15999:11		
8TNISdSpLSpsb	ICMR 15999	ICMR 15999:12		
8TNIS2R0Bpuhv	ICMR 15999	ICMR 15999:13		
8TNISQqcePDyf	ICMR 15999	ICMR 15999:14		
8TNISNGselMfG	ICMR 100511	ICMR 100511:1		
8TNISxZz0zORE	ICMR 100511	ICMR 100511:2		
8TNISICUqZd2d	ICMR 100511	ICMR 100511:3		
8TNISCyzqGpOQ	ICMR 100511	ICMR 100511:4		
8TNISrOtbS3yN	ICMR 100511	ICMR 100511:5		
8TNISiBoGGwCl	ICMR 100511	ICMR 100511:6		
8TNIS0LPKIN32	ICMR 102451	ICMR 102451:1		
8TNISKDop9nwN	ICMR 102451	ICMR 102451:2		
8TNISvmtvF60l	ICMR 102451	ICMR 102451:3		
8TNISXVfqap67	ICMR 102451	ICMR 102451:4		
8TNISxNjyYbV1	ICMR 102451	ICMR 102451:5		
8TNIS2shQs8pe	ICMR 102451	ICMR 102451:6		
8TNISBVDqXfOa	ICMR 102436	ICMR 102436:1		
8TNISJ4EaPUqg	ICMR 102436	ICMR 102436:2		
8TNIS0HHM3YoX	ICMR 102436	ICMR 102436:3		
8TNISB1uiSHEq	ICMR 102436	ICMR 102436:4		
8TNISM8QoUoFp	ICMR 102436	ICMR 102436:5		
8TNISzfppk8Ud	ICMR 102436	ICMR 102436:6		
8TNISJDW0ki7U	ICMR 102441	ICMR 102441:1		
8TNISwfJyvolG	ICMR 102441	ICMR 102441:2		
8TNISBCJLMdPB	ICMR 102441	ICMR 102441:3		
8TNIS737aSVRV	ICMR 102441	ICMR 102441:4		
8TNISia8gwDek	ICMR 102441	ICMR 102441:5		
8TNISN0IiCivK	ICMR 102441	ICMR 102441:6		
8TNISex9KUxfN	ICMR 102003	ICMR 102003:1		
8TNIS0S0ON9z9	ICMR 102003	ICMR 102003:2		
8TNIS3kKoAJM7	ICMR 102003	ICMR 102003:3		
8TNISOVbrISaG	ICMR 102003	ICMR 102003:4		
8TNISeFDxgi7K	ICMR 102003	ICMR 102003:5		
8TNISGd2Cgl2F	ICMR 102003	ICMR 102003:6		
8TNISQO4jkKnh	ICMR 102386	ICMR 102386:1		
8TNISwdgDpiCu	ICMR 102386	ICMR 102386:2		
8TNISStiwIlTA	ICMR 102386	ICMR 102386:3		
8TNISm51yoosP	ICMR 102386	ICMR 102386:4		
8TNISBgcppqzt	ICMR 102386	ICMR 102386:5		
8TNISVXaolRRc	ICMR 102386	ICMR 102386:6		
8TNIS8y4I5jnD	ICMR 102339	ICMR 102339:1		
8TNISZwAogPRM	ICMR 102339	ICMR 102339:2		
8TNISpE6cqNJs	ICMR 102339	ICMR 102339:3		
8TNISJxs0GVix	ICMR 102339	ICMR 102339:4		
8TNISGNu13QLA	ICMR 102339	ICMR 102339:5		
8TNISCtU3Bq5W	ICMR 102339	ICMR 102339:6		
8TNISplkxdlWE	ICMR 101788	ICMR 101788:1		
8TNISIgYonD7o	ICMR 101788	ICMR 101788:2		
8TNISsTupxMeE	ICMR 101788	ICMR 101788:3		
8TNIShBd4wrPJ	ICMR 101788	ICMR 101788:4		
8TNISHisfjw40	ICMR 101788	ICMR 101788:5		
8TNISwyEI39gn	ICMR 101788	ICMR 101788:6		
8TNISyEHOVk9S	ICMR 102454	ICMR 102454:1		
8TNISiSfv9fU8	ICMR 102454	ICMR 102454:2		
8TNISWM6u4fSz	ICMR 102454	ICMR 102454:3		
8TNISO5J2Yoy1	ICMR 102454	ICMR 102454:4		
8TNISld5wbSB8	ICMR 102454	ICMR 102454:5		
8TNISK1d8Z8Qr	ICMR 102454	ICMR 102454:6		
